HistoryOfUnblockingOrders;HistoryOfUnblockingOrderId;uniqueidentifier;16;0;0;1
HistoryOfUnblockingOrders;OrderId;uniqueidentifier;16;0;0;2
HistoryOfUnblockingOrders;CreateRequestManagerId;int;4;0;0;3
HistoryOfUnblockingOrders;ResponsibleOfUnblockingOrderManagerId;int;4;0;0;4
HistoryOfUnblockingOrders;UnblockingOrderActionStateId;int;4;0;0;5
HistoryOfUnblockingOrders;DateOfAction;datetime;8;0;0;6
HistoryOfUnblockingOrders;Comment;nvarchar;2048;1;0;7
HistoryOtherGoods;HistoryOtherGoodsId;uniqueidentifier;16;0;0;1
HistoryOtherGoods;OtherGoodsId;uniqueidentifier;16;0;0;2
HistoryOtherGoods;ManagerId;int;4;0;0;3
HistoryOtherGoods;DateUpdate;datetime;8;0;0;4
HistoryOtherGoodsDetails;OtherGoodsId;uniqueidentifier;16;0;0;1
HistoryOtherGoodsDetails;HistoryOtherGoodsId;uniqueidentifier;16;0;0;2
HistoryOtherGoodsDetails;GoodsDirectoryId;int;4;0;0;3
HistoryOtherGoodsDetails;CostOfArticleId;uniqueidentifier;16;0;0;4
HistoryOtherGoodsDetails;ImportArticleDetailId;uniqueidentifier;16;0;0;5
HistoryOtherGoodsDetails;ManagerCreateId;int;4;0;0;6
HistoryOtherGoodsDetails;StockID;int;4;0;0;7
HistoryOtherGoodsDetails;SupplierID;int;4;0;0;8
HistoryOtherGoodsDetails;ImportDate;datetime;8;0;0;9
HistoryOtherGoodsDetails;InitCountItems;int;4;0;0;10
HistoryOtherGoodsDetails;RealCountItems;int;4;0;0;11
HistoryOtherGoodsDetails;NumberPallet;nvarchar;300;0;0;12
HistoryOtherGoodsDetails;Comments;nvarchar;300;1;0;13
HistoryOtherGoodsDetails;PercentageOfSoldArticle;float;8;0;0;14
HistoryOtherGoodsDetails;IsSold;bit;1;0;0;15
HistoryOtherGoodsDetails;SquareMeters;float;8;0;0;16
HistoryOtherGoodsDetails;OnePackage;float;8;0;0;17
HistoryRollDirectories;HistoryRollDirectoriyId;uniqueidentifier;16;0;0;1
HistoryRollDirectories;RollDirectoryId;int;4;0;0;2
HistoryRollDirectories;ManagerId;int;4;0;0;3
HistoryRollDirectories;DateUpdate;datetime;8;0;0;4
HistoryRollDirectoryDetails;HistoryRollDirectoryDetailId;uniqueidentifier;16;0;0;1
HistoryRollDirectoryDetails;HistoryRollDirectoriyId;uniqueidentifier;16;0;0;2
HistoryRollDirectoryDetails;LinkAccountinId;int;4;0;0;3
HistoryRollDirectoryDetails;CategoryId;int;4;0;0;4
HistoryRollDirectoryDetails;KindId;int;4;0;0;5
HistoryRollDirectoryDetails;ManagerCreateId;int;4;0;0;6
HistoryRollDirectoryDetails;DateCreate;datetime;8;0;0;7
HistoryRollDirectoryDetails;BreedId;int;4;0;0;8
HistoryRollDirectoryDetails;ThicknessId;int;4;0;0;9
HistoryRollDirectoryDetails;BasisId;int;4;0;0;11
HistoryRollDirectoryDetails;GlueId;int;4;0;0;12
HistoryRollDirectoryDetails;Currency;nvarchar;20;1;0;13
HistoryRollDirectoryDetails;Price;float;8;0;0;14
HistoryRollDirectoryDetails;IsActualPosition;bit;1;0;0;15
HistoryVeneerDirectories;HistoryVeneerDirectoriyId;uniqueidentifier;16;0;0;1
HistoryVeneerDirectories;VeneerDirectoryId;int;4;0;0;2
HistoryVeneerDirectories;ManagerId;int;4;0;0;3
HistoryVeneerDirectories;DateUpdate;datetime;8;0;0;4
HistoryVeneerDirectoryDetails;HistoryVeneerDirectoryDetailId;uniqueidentifier;16;0;0;1
HistoryVeneerDirectoryDetails;HistoryVeneerDirectoriyId;uniqueidentifier;16;0;0;2
HistoryVeneerDirectoryDetails;LinkAccountinId;int;4;0;0;3
HistoryVeneerDirectoryDetails;CategoryId;int;4;0;0;4
HistoryVeneerDirectoryDetails;ManagerCreateId;int;4;0;0;5
HistoryVeneerDirectoryDetails;DateCreate;datetime;8;0;0;6
HistoryVeneerDirectoryDetails;BreedId;int;4;0;0;7
HistoryVeneerDirectoryDetails;QualityId;int;4;0;0;8
HistoryVeneerDirectoryDetails;ThicknessId;int;4;0;0;10
HistoryVeneerDirectoryDetails;LengthId;int;4;0;0;11
HistoryVeneerDirectoryDetails;WidthId;int;4;0;0;12
HistoryVeneerDirectoryDetails;Currency;nvarchar;20;1;0;13
HistoryVeneerDirectoryDetails;Price;float;8;0;0;14
HistoryVeneerDirectoryDetails;IsActualPosition;bit;1;0;0;15
HistoryVeneerDirectoryDetails;KindId;int;4;0;0;16
ImportArticleDetails;ImportArticleDetailId;uniqueidentifier;16;0;0;1
ImportArticleDetails;NumberOfImport;nvarchar;200;0;0;2
